CategoryID,CategoryLevel,CategoryName,CategoryParentID,UpdateTime,CategoryVersion
122937,4,Pinboards & Chalkboards,20635,,
46283,4,Racks/ Holders,20635,,
32885,4,Rolling Pins,20635,,
20645,4,Salt & Pepper Pots,20635,,
50419,4,Scales,20635,,
46284,4,Scoops,20635,,
20646,4,Spice Jars/ Spice Racks,20635,,
20666,4,Table Linen,20635,,
131610,4,Tea Cosies,20635,,
122942,4,Teapots,20635,,
20664,4,Teatowels/ Dishcloths,20635,,
43421,4,Thermometers,20635,,
98852,4,Timers,20635,,
43420,4,Tin Openers,20635,,
122934,4,Toast Racks,20635,,
109066,4,Trays,20635,,
122935,4,Washing Up Bowls & Drainers,20635,,
122936,4,Wine Coolers,20635,,
20689,4,Wine Racks,20635,,
20650,4,Mixed Lots,20635,,
20651,4,Other Kitchen Accessories,20635,,
115753,3,Kitchen Islands & Carts,20625,,
71279,3,Kitchen Plumbing,20625,,
101421,4,Extractor Fans,71279,,
147160,4,Kitchen Sinks with Taps,71279,,
20603,4,Kitchen Sinks without Taps,71279,,
29508,4,Kitchen Taps,71279,,
42022,4,Waste Disposal Units,71279,,
71280,4,Other Kitchen Plumbing,71279,,
57231,3,Kitchen Units & Sets,20625,,
20667,3,Small Appliances,20625,,
133702,4,Blenders,20667,,
133703,5,Hand Blenders,133702,,
133704,5,Tabletop Blenders,133702,,
20668,5,Other Blenders,133702,,
20669,4,Bread Makers,20667,,
20671,4,Coffee Machines/ Makers,20667,,
122928,4,Doughnut Makers,20667,,
66749,4,Fondue Sets,20667,,
20673,4,Food Processors,20667,,
20674,4,Fryers,20667,,
20675,4,Grills,20667,,
20676,4,Ice Cream Makers,20667,,
122929,4,Ice Makers,20667,,
20677,4,Juicers,20667,,
133705,4,Kettles,20667,,
133706,5,Cordless Kettles,133705,,
133707,5,Kettles with Cord,133705,,
20634,5,Other Kettles,133705,,
66751,4,Meat Grinders,20667,,
20678,4,Microwaves,20667,,
122930,4,Mini Ovens,20667,,
133699,4,Mixers,20667,,
133700,5,Hand-Held Mixers,133699,,
133701,5,Tabletop Mixers,133699,,
20679,5,Other Mixers,133699,,
20680,4,Pasta Makers,20667,,
122931,4,Pie Makers,20667,,
66752,4,Popcorn Poppers,20667,,
122932,4,Rice Cookers,20667,,
66753,4,Sandwich Makers,20667,,
20681,4,Slicers,20667,,
112580,4,Smoothie Makers,20667,,
20672,4,Steamers/ Cookers,20667,,
101424,4,Tea Makers/ Teasmade,20667,,
20648,4,Timers,20667,,
20682,4,Toasters,20667,,
20683,4,Waffle Irons,20667,,
20684,4,Water Filters,20667,,
122933,4,Yoghurt Makers,20667,,
20685,4,Other Small Appliances,20667,,
3202,3,Other Cooking & Kitchen,20625,,
63514,2,Curtains & Blinds,11700,,
20585,3,Blinds,63514,,
45515,3,Curtains & Pelmets,63514,,
103458,3,Curtain & Blind Accessories,63514,,
103459,3,Curtain Poles & Finials,63514,,
175757,3,Window Film,63514,,
63515,3,Other Curtains & Blinds,63514,,
3187,2,DIY Materials,11700,,
131625,3,Adhesives & Glue,3187,,
112569,3,Bricks & Stone,3187,,
20591,3,Cabinets/ Cupboards,3187,,
41976,3,Doors & Door Accessories,3187,,
85892,4,Doors,41976,,
112565,4,Door Bells,41976,,
122842,4,Door Closers,41976,,
41977,4,Door Handles,41976,,
66739,4,Door Hinges,41976,,
41978,4,Door Locks & Latches,41976,,
122843,4,Letterboxes,41976,,
20593,4,Other Door Accessories,41976,,
57215,3,Electrical Fittings,3187,,
42126,3,Flooring,3187,,
85914,4,Laminate/ Vinyl,42126,,
42128,4,Stone,42126,,
42127,4,Tiling/ Ceramic,42126,,
66740,4,Wood,42126,,
20604,4,Other Flooring,42126,,
42364,3,Garage Doors,3187,,
112567,3,Ladders,3187,,
20600,3,"Nails, Fixings & Washers",3187,,
57217,3,Paint & Varnish,3187,,
41989,3,Painting Supplies,3187,,
41990,4,Brushes,41989,,
41991,4,Guns/ Sprayers,41989,,
41992,4,Rollers/ Sponges,41989,,
98841,4,Other Painting Supplies,41989,,
3191,3,Plumbing,3187,,
101416,3,Roofing,3187,,
41981,3,Solar Panels,3187,,
112568,3,Stairs,3187,,
52348,3,Wallpaper & Wall Coverings,3187,,
20592,3,Windows,3187,,
112570,3,Wood/ Timber,3187,,
122844,3,Instructional Books,3187,,
20594,3,Other DIY Materials,3187,,
631,2,DIY Tools,11700,,
3244,3,Hand Tools,631,,
20761,4,Clamps & Vices,3244,,
122854,4,Files & Chisels,3244,,
20763,4,Hammers,3244,,
20766,4,Measuring Tools,3244,,
122855,4,Planes,3244,,
122856,4,Pliers,3244,,
50380,4,Punches,3244,,
122853,4,Saws,3244,,
20769,4,Screwdrivers,3244,,
20773,4,Spanners & Wrenches,3244,,
122857,4,Spirit Levels & Plumb Bobs,3244,,
23782,4,Mixed Tool Sets,3244,,
303,4,Other Hand Tools,3244,,
3247,3,Power Tools,631,,
122850,4,Air Tools,3247,,
122840,4,Batteries & Chargers,3247,,
42266,4,Buffers & Polishers,3247,,
122827,4,Corded Drills,3247,,
82275,4,Cordless Drills,3247,,
50383,4,Drill Bits,3247,,
122841,4,Grinders,3247,,
43593,4,Jacks & Stands,3247,,
122828,4,Nail & Staple Guns,3247,,
20780,4,Joiners,3247,,
42282,4,Lathes,3247,,
122829,4,Routers,3247,,
122830,4,Sanders,3247,,
122831,4,Saws & Blades,3247,,
122832,5,Band Saws,122831,,
122833,5,Circular Saws,122831,,
122834,5,Jig Saws,122831,,
20787,5,Mitre Saws,122831,,
20788,5,Reciprocating Saws,122831,,
122835,5,Table Saws,122831,,
122836,5,Tile Saws,122831,,
122837,5,Saw Blades,122831,,
122838,5,Other Saws,122831,,
122839,4,Screwdrivers,3247,,
632,4,Other Power Tools,3247,,
11706,3,Tool Boxes/ Storage,631,,
20760,3,Torches,631,,
11704,3,Other DIY Tools,631,,
38219,2,Fireplaces & Accessories,11700,,
38220,3,Decorative Logs & Stones,38219,,
175756,3,Fireplaces,38219,,
79648,3,Grates & Andirons,38219,,
175824,3,Hearths & Back Panels,38219,,
84184,3,Heating Stoves,38219,,
79649,3,Log Baskets & Holders,38219,,
79650,3,Mantelpieces & Surrounds,38219,,
38222,3,"Pokers, Tools & Sets",38219,,
159895,3,Replacement Parts,38219,,
38221,3,Screens,38219,,
175755,3,Stove & Fireplace Fuel,38219,,
20564,3,Other Fireplace Accessories,38219,,
14308,2,Food & Drink,11700,,
98842,3,Bar Accessories,14308,,
38172,3,Beer & Wine Making,14308,,
20473,3,Biscuits/ Cookies,14308,,
20472,3,Cereals/ Grains/ Pasta,14308,,
43398,3,Cheese/ Crackers,14308,,
14309,3,Coffee/ Coffee Making,14308,,
14310,3,Desserts,14308,,
90740,3,Diet Food,14308,,
25460,3,Fruit/ Nuts/ Seeds,14308,,
98843,3,Glasses,14308,,
20474,3,Honey/ Syrup,14308,,
14311,3,Jams/ Preserves,14308,,
14312,3,Meat/ Poultry/ Seafood,14308,,
14313,3,Oils/ Condiments/ Sauces,14308,,
38249,3,Picnics & Hampers,14308,,
20475,3,Recipes,14308,,
43399,3,Soups/ Stews,14308,,
14314,3,Spices & Seasonings,14308,,
38173,3,Sweets & Chocolate,14308,,
38174,4,Chocolate,38173,,
38175,4,Fudge,38173,,
38176,4,Hard Sweets,38173,,
79627,4,Soft/ Chewy Sweets,38173,,
14307,4,Other Sweets,38173,,
38181,3,Tea/ Tea Making,14308,,
43400,3,Vegetables,14308,,
48318,3,Water,14308,,
115712,3,Wine Accessories & Storage,14308,,
1275,3,Other Food & Drink,14308,,
3197,2,Furniture,11700,,
48319,3,Bean Bags & Inflatables,3197,,
32254,3,Beds & Mattresses,3197,,
175810,4,Beds with Mattresses,32254,,
131583,4,Bed Frames & Divan Bases,32254,,
131588,4,Mattresses,32254,,
109064,4,Headboards & Footboards,32254,,
131598,4,Inflatable Mattresses/Airbeds,32254,,
66737,4,Bed & Waterbed Accessories,32254,,
122759,4,Other Beds & Mattresses,32254,,
20480,3,Bedroom Furniture Sets,3197,,
38199,3,Bedside Tables & Cabinets,3197,,
103431,3,Benches,3197,,
3199,3,"Bookcases, Shelving & Storage",3197,,
20487,3,Cabinets & Cupboards,3197,,
54235,3,Chairs,3197,,
114397,3,Chests of Drawers,3197,,
122762,3,Children's Bedroom Furniture,3197,,
131603,4,Beds,122762,,
122763,5,Bed with mattress,131603,,
131604,5,Bed without mattress,131603,,
122765,4,Chairs & Stools,122762,,
122766,4,Cupboards & Drawers,122762,,
122770,4,Tables & Desks,122762,,
122771,4,Wardrobes,122762,,
66742,4,Other Children's Bedroom,122762,,
88057,3,Desks & Computer Furniture,3197,,
32878,3,Dressing Tables,3197,,
20490,3,Ottomans & Footstools,3197,,
125256,3,"Sideboards, Buffets & Trolleys",3197,,
38208,3,"Sofas, Armchairs & Suites",3197,,
115763,4,Armchairs,38208,,
38186,4,Chaises Longues,38208,,
131579,4,Futons,38208,,
93676,4,Sofas,38208,,
101422,4,Sofa Beds,38208,,
141183,4,Suites,38208,,
175754,4,Slip Covers,38208,,
42618,4,Other Sofas & Suites,38208,,
153928,3,Stools & Breakfast Bars,3197,,
38204,3,Tables,3197,,
66745,4,Card/Game Tables,38204,,
38205,4,Coffee Tables,38204,,
175812,4,Console Tables,38204,,
38202,4,Kitchen & Dining Tables,38204,,
38207,4,Nested Tables,38204,,
38206,4,Side/End Tables,38204,,
175813,4,Table Parts & Accessories,38204,,
20489,4,Other Tables,38204,,
107578,3,Table & Chair Sets,3197,,
125085,3,Trunks & Chests,3197,,
20488,3,TV & Entertainment Stands,3197,,
103430,3,Wardrobes,3197,,
175752,3,Other Furniture,3197,,
2032,2,Garden & Plants,11700,,
75579,3,Bird Baths/ Feeders/ Tables,2032,,
20540,3,Fertiliser/ Soil Improvement,2032,,
112587,3,Garden Furniture,2032,,
112588,4,Garden Benches,112587,,
139847,4,Garden Chairs,112587,,
139848,5,Chair Sets,139847,,
112589,5,Single Chairs,139847,,
112590,4,Garden Tables,112587,,
139849,4,Garden Furniture Sets,112587,,
139851,5,Bench/ Chair Sets,139849,,
139852,6,1-3 Pieces,139851,,
139853,6,4-6 Pieces,139851,,
139854,6,7 Pieces or more,139851,,
139855,5,Table & Chair Sets,139849,,
139856,6,1-3 Pieces,139855,,
139857,6,4-6 Pieces,139855,,
139858,6,7 Pieces or more,139855,,
112591,5,Other Garden Furniture Sets,139849,,
112592,4,Hammocks,112587,,
139859,4,Loungers,112587,,
3203,4,Other Garden Furniture,112587,,
42154,3,Garden Lighting,2032,,
94941,4,Floodlights/ Security Lights,42154,,
101418,4,Junction Boxes/ Sockets,42154,,
94938,4,Lampposts,42154,,
42156,4,Lanterns,42154,,
101417,4,Solar Lights,42154,,
20509,4,Other Garden Lighting,42154,,
20498,3,Garden Ornaments,2032,,
75596,4,Animal Ornaments,20498,,
20506,4,Flags/ Flagpoles,20498,,
75598,4,Garden Gnomes,20498,,
29513,4,Sculpture/ Statues,20498,,
10025,4,Sundials,20498,,
20512,4,Weathervanes,20498,,
2034,4,Other Garden Ornaments,20498,,
75603,3,Garden Structures & Fencing,2032,,
139946,4,Fence Panels,75603,,
139956,4,Garden Sheds,75603,,
139948,4,Gates,75603,,
20499,4,Gazebos,75603,,
139939,4,Greenhouses,75603,,
122860,4,Log Cabins,75603,,
139944,4,Marquees,75603,,
139943,4,Mini Greenhouses,75603,,
139949,4,Posts,75603,,
139950,4,Railings,75603,,
112585,4,Railway Sleepers,75603,,
43538,4,Trellises,75603,,
109068,4,Wendy Houses,75603,,
75604,4,Other Garden Structures,75603,,
29515,3,Hand Tools & Equipment,2032,,
75665,4,Composting,29515,,
122906,4,Forks,29515,,
139860,4,Gloves/ Protective Gear,29515,,
139861,5,Boots & Shoes,139860,,
139862,5,Ear Protectors,139860,,
139863,5,Eye Protectors,139860,,
139864,5,Gloves,139860,,
139865,5,Knee Pads & Kneeling Boards,139860,,
20545,5,Other Protective Gear,139860,,
109069,4,Ladders,29515,,
131611,4,Plant Labels,29515,,
131612,4,Propagators & Cold Frames,29515,,
139866,4,Pruning/ Snipping/ Clipping,29515,,
139868,5,Loppers,139866,,
139869,5,Saws,139866,,
139870,5,Scythes,139866,,
139871,5,Secateurs & Pruners,139866,,
139872,5,Shears,139866,,
20543,5,Other Pruning,139866,,
29516,4,Rakes/ Spades/ Hoes,29515,,
122907,4,Trowels,29515,,
29521,4,Watering Equipment,29515,,
139903,5,Hoses & Hose Reels,29521,,
139909,5,Irrigation Systems,29521,,
139910,5,Sprinklers,29521,,
139915,5,Water Butts,29521,,
20547,5,Watering Cans,29521,,
29522,5,Other Watering Equipment,29521,,
75671,4,Wheelbarrows,29515,,
3186,4,Other Hand Tools & Equipment,29515,,
122908,3,Landscaping & Garden Materials,2032,,
29505,3,Paving & Decking,2032,,
1509,3,Plants/ Seeds/ Bulbs,2032,,
122861,4,Annuals & Biennials,1509,,
122862,5,Angels' Trumpets/ Datura,122861,,
122863,5,Aquilegias,122861,,
122864,5,Asters,122861,,
122865,5,Begonias,122861,,
122866,5,Busy Lizzies,122861,,
122867,5,Cornflowers/ Centaurea,122861,,
122868,5,Daisies/ Rudbeckia/ Bellis,122861,,
122869,5,Delphiniums,122861,,
122870,5,Foxgloves/ Digitalis,122861,,
122871,5,Helleborus,122861,,
122872,5,Hollyhocks,122861,,
122873,5,Lobelia,122861,,
122874,5,Lupins,122861,,
122875,5,Marigolds,122861,,
122876,5,Morning Glories/ Ipomoea,122861,,
122877,5,Nasturtiums,122861,,
122878,5,Pansies/ Violas,122861,,
122879,5,Pelargoniums,122861,,
122880,5,Petunia,122861,,
122881,5,Poppies/ Papaver,122861,,
122882,5,Salvia,122861,,
122883,5,Snapdragons/ Antirrhinums,122861,,
122884,5,Stock,122861,,
122885,5,Sunflowers,122861,,
122886,5,Sweet Pea,122861,,
122887,5,Tobacco Plant/ Nicotiana,122861,,
122888,5,Verbena,122861,,
122889,5,Wallflower,122861,,
122890,5,Mixed Lots,122861,,
57222,5,Other Annuals & Biennials,122861,,
20520,4,Aquatics/ Water Plants,1509,,
75641,4,Bamboo,1509,,
20524,4,Bonsai,1509,,
122891,4,"Bulbs, Corms & Rhizomes",1509,,
122892,5,Alliums,122891,,
122893,5,Anemones,122891,,
122894,5,Bluebells,122891,,
122895,5,Crocuses,122891,,
122896,5,Daffodils/ Narcissus,122891,,
122897,5,Dahlias,122891,,
122898,5,Freesias,122891,,
122899,5,Gladioli,122891,,
122900,5,Hyacinths,122891,,
122901,5,Irises,122891,,
122902,5,Lilies,122891,,
122903,5,Montbretia/ Crocosmia,122891,,
122904,5,Tulips,122891,,
122905,5,Mixed Lots,122891,,
42207,5,"Other Bulbs, Corms & Rhizomes",122891,,
42211,4,Cacti/ Succulents,1509,,
93627,4,Climbers,1509,,
57223,5,Plants,93627,,
57224,5,Seeds,93627,,
75606,4,Ferns,1509,,
16087,4,Fresh Flowers,1509,,
42220,4,Grasses,1509,,
93629,4,Hedging,1509,,
42213,4,Herbs,1509,,
42214,5,Plants,42213,,
42215,5,Seeds,42213,,
122911,4,Hostas,1509,,
1510,4,House Plants,1509,,
43555,4,Hydroponics,1509,,
25462,4,Orchids,1509,,
25463,5,Plants,25462,,
20534,5,Seeds,25462,,
75607,4,Perennials,1509,,
122912,5,Alpines/ Rockery Plants,75607,,
122913,5,Carnivorous Plants,75607,,
122914,5,Clematis,75607,,
122915,5,Daylilies,75607,,
122916,5,Delphiniums,75607,,
122917,5,Euphorbia,75607,,
122918,5,Fuchsias,75607,,
122919,5,Hardy Geraniums,75607,,
122920,5,Passionflowers/ Passiflora,75607,,
122921,5,Penstemons,75607,,
122922,5,Peonies,75607,,
122923,5,Poppies/ Papaver,75607,,
122924,5,Primroses/ Primulas/ Auriculas,75607,,
122925,5,Mixed Lots,75607,,
3184,5,Other Perennials,75607,,
75645,4,Roses,1509,,
20532,4,Shrubs,1509,,
3185,5,Plants,20532,,
20533,5,Seeds,20532,,
42356,4,Trees,1509,,
122926,4,Tropicals,1509,,
20535,4,Vegetables/ Fruits,1509,,
20536,5,Plants,20535,,
1512,5,Seeds,20535,,
2033,4,Other Plants/ Seeds/ Bulbs,1509,,
93632,3,Ponds & Water Features,2032,,
20507,4,Fountains,93632,,
139930,4,Koi & Pond Fish,93632,,
139931,5,Fish,139930,,
139932,5,Food,139930,,
93633,5,Other Koi & Pond Fish,139930,,
139933,4,Pond Filters,93632,,
139934,5,Filter Bags,139933,,
139935,5,Filter Brushes,139933,,
139936,5,Filter Foam,139933,,
139937,5,Filter Pads,139933,,
139938,5,Full Systems,139933,,
122927,5,Other Pond Filters,139933,,
139916,4,Pond Lighting,93632,,
93635,4,Pond Liners,93632,,
139920,4,Pumps & Valves,93632,,
139921,5,Pumps,139920,,
139929,5,Valves,139920,,
93636,5,Other Pumps/ Valves,139920,,
109070,4,Water Features,93632,,
57230,4,Other Ponds & Water Features,93632,,
20514,3,Pots/ Window Boxes/ Baskets,2032,,
112586,4,Basket Liners,20514,,
20516,4,Ceramic,20514,,
25461,4,Metal,20514,,
20515,4,Plastic,20514,,
20517,4,Wooden,20514,,
20518,4,Other Pots/ Boxes/ Baskets,20514,,
29518,3,Power Tools & Equipment,2032,,
139873,4,Chainsaws,29518,,
139874,5,Electric,139873,,
139881,5,Petrol,139873,,
139887,5,Parts & Accessories,139873,,
42228,4,Chippers/ Shredders/ Mulchers,29518,,
139888,4,Hedge Trimmers,29518,,
139889,5,Electric,139888,,
139896,5,Petrol,139888,,
139902,5,Parts & Accessories,139888,,
43560,4,Lawnmowers,29518,,
112593,5,Flymos,43560,,
71272,5,Push Mowers,43560,,
50377,5,Ride-On Mowers,43560,,
82248,5,Lawnmower Parts & Accessories,43560,,
22655,4,Leaf Blowers,29518,,
112594,4,Rotovators/ Aerators,29518,,
139974,4,Strimmers,29518,,
139975,5,Electric,139974,,
139980,5,Petrol,139974,,
139984,5,Parts & Accessories,139974,,
29520,4,Other Power Tools & Equipment,29518,,
20727,3,Swimming Pools & Hot Tubs,2032,,
42240,4,Hot Tubs,20727,,
20733,4,Swimming Pools,20727,,
20729,4,Swimming Pool Chemicals,20727,,
66782,4,Swimming Pool Cleaners,20727,,
20730,4,Swimming Pool Covers,20727,,
20731,4,Swimming Pool Floats,20727,,
20732,4,Swimming Pool Pumps,20727,,
3243,4,Other Swimming Pool & Hot Tub,20727,,
75580,3,Weed/ Pest Control,2032,,
75582,4,Insects,75580,,
75581,4,Mice/ Moles/ Rodents,75580,,
75584,4,Weeds,75580,,
50365,4,Other Pest Control,75580,,
519,3,Other Garden,2032,,
41986,2,Heating/ Cooling/ Air,11700,,
20711,3,Air Conditioning,41986,,
43509,3,Air Filters,41986,,
43510,3,Air Purifiers,41986,,
20699,3,Ceiling Fans,41986,,
79621,3,Dehumidifiers,41986,,
122909,3,Extractor Fans,41986,,
41987,3,Heaters,41986,,
71240,3,Humidifiers,41986,,
20612,3,Portable Fans,41986,,
93630,3,Portable Heaters,41986,,
93631,3,Radiators,41986,,
112566,3,Radiator Covers,41986,,
41988,3,Thermostats,41986,,
42234,3,Water Heaters/ Boilers,41986,,
20598,3,Other Heating/ Cooling/ Air,41986,,
10033,2,Home Decor,11700,,
20550,3,Baskets,10033,,
20551,3,Bookends,10033,,
36016,3,Bottles,10033,,
22657,3,Bowls,10033,,
36017,3,Boxes/ Jars/ Tins,10033,,
16096,3,Candles & Candlesticks,10033,,
46782,4,Candles,16096,,
16102,4,Candlesticks/ Candelabra,16096,,
112574,4,Partylite,16096,,
16108,4,Scented Candles,16096,,
16103,4,Sconces,16096,,
101407,4,Tea Lights,16096,,
16104,4,Tea Light Holders,16096,,
16105,4,Votives,16096,,
16116,4,Other Candles & Candlesticks,16096,,
122845,3,Ceiling Roses,10033,,
122767,3,Children's Home Decor,10033,,
122769,3,Children's Signs,10033,,
20563,3,Cushions,10033,,
101413,3,Cushion Covers,10033,,
38217,3,Door Accessories/ Furniture,10033,,
115975,4,Doorbells,38217,,
36021,4,Door Knockers,38217,,
36022,4,Door Stops,38217,,
122846,4,Draught Excluders,38217,,
38218,4,Other Door Accessories,38217,,
4959,3,Dried/ Artificial Flowers,10033,,
112576,3,Driftwood,10033,,
20569,3,Fountains,10033,,
36018,3,Fruit,10033,,
57214,3,Groovy Objects,10033,,
20552,3,Home Fragrances,10033,,
20553,4,Essential Oils/ Diffusers,20552,,
20554,4,Incense/ Oil Burners,20552,,
20555,4,Pot Pourri,20552,,
20556,4,Sprays,20552,,
20557,4,Other Home Fragrances,20552,,
20580,3,Mirrors,10033,,
79654,3,Photo Frames,10033,,
112577,3,Picture Frames,10033,,
31587,3,Plaques/ Signs,10033,,
36019,3,Plates,10033,,
38226,3,Racks/ Stands/ Hooks,10033,,
31601,3,Screens/ Room Dividers,10033,,
36025,3,Sculptures,10033,,
20549,3,Throws,10033,,
101415,3,Vases,10033,,
38238,3,Wall Hangings,10033,,
20513,3,Windchimes,10033,,
10034,3,Other Home Decor,10033,,
20697,2,Lighting,11700,,
117503,3,Ceiling Lights & Chandeliers,20697,,
122768,3,Children's Lighting,20697,,
116022,3,Fairy Lights,20697,,
112581,3,Lamps,20697,,
20708,3,Lampshades & Lightshades,20697,,
20706,3,Light Bulbs,20697,,
112584,3,Light Fittings,20697,,
20702,3,Night Lights,20697,,
116880,3,Wall Lights,20697,,
20705,3,Lighting Parts & Accessories,20697,,
3201,3,Other Lighting,20697,,
157967,2,Luggage & Travel Accessories,11700,,
93838,3,Travel Accessories,157967,,
19315,4,Adaptors/ Electrical,93838,,
58728,4,Alarm Clocks,93838,,
98965,4,Cool Bags & Ice Boxes,93838,,
98966,4,Currency Converters,93838,,
113015,4,Eye Masks,93838,,
98972,4,Flight Socks,93838,,
101768,4,Insect Repellent,93838,,
98968,4,Money Belts,93838,,
98969,4,Mosquito Nets,93838,,
98970,4,Phrase Books,93838,,
98971,4,Torches & Lamps,93838,,
98973,4,Travel Kettles,93838,,
98974,4,Travel Irons,93838,,
58730,4,Travel Pillows,93838,,
101769,4,Travel Rugs,93838,,
98975,4,Travel Sets,93838,,
93839,4,Other Accessories,93838,,
16080,3,Luggage,157967,,
16081,4,Backpacks/ Rucksacks,16080,,
90925,4,Bum Bags,16080,,
113043,4,Holdalls/ Duffle Bags,16080,,
16084,4,Luggage Sets,16080,,
98967,4,"Luggage Straps, Tags & Locks",16080,,
16083,4,Suit Carriers/ Garment Bags,16080,,
11236,4,Suitcases,16080,,
16082,4,Travel Bags/ Hand Luggage,16080,,
98978,4,Trolleys,16080,,
113042,4,Trunks,16080,,
98979,4,Vanity Cases,16080,,
16085,4,Other Luggage,16080,,
20710,2,Major Appliances,11700,,
139985,3,Dishwashers,20710,,
46124,4,Dishwashers,139985,,
139986,4,Parts & Accessories,139985,,
139987,4,Other Dishwashers,139985,,
71258,3,Fridges & Freezers,20710,,
133708,4,Drinks Chillers/ Coolers,71258,,
71262,4,Fridges,71258,,
20713,4,Fridge Freezers,71258,,
71261,4,Mini Fridges,71258,,
71260,4,Upright/ Chest Freezers,71258,,
71259,4,Parts & Accessories,71258,,
112596,4,Other Fridges & Freezers,71258,,
43563,3,Ovens/ Cookers/ Hobs,20710,,
71249,4,Cookers & Ranges,43563,,
122946,5,Aga/ Rayburn,71249,,
131619,5,Electric Cookers & Ranges,71249,,
71251,6,Single Oven Elec. Cooker/Range,131619,,
131620,6,Double Oven Elec. Cooker/Range,131619,,
131621,5,Gas Cookers & Ranges,71249,,
71250,6,Single Oven Gas Cooker/ Range,131621,,
131622,6,Double Oven Gas Cooker/ Range,131621,,
131623,5,Dual Fuel Cookers & Ranges,71249,,
131624,6,Single Oven Dual Fuel Cooker,131623,,
122947,6,Double Oven Dual Fuel Cooker,131623,,
71252,5,Other Cookers & Ranges,71249,,
71246,4,Hobs,43563,,
71247,5,Electric,71246,,
71317,5,Gas,71246,,
71316,4,Ovens,43563,,
131613,5,Electric Ovens,71316,,
71318,6,Electric Single Oven,131613,,
131614,6,Electric Double Oven,131613,,
131615,5,Gas Ovens,71316,,
131616,6,Gas Single Oven,131615,,
131617,6,Gas Double Oven,131615,,
131618,5,Other Ovens,71316,,
71253,4,Oven/ Cooker Hoods,43563,,
43566,4,Parts & Accessories,43563,,
20712,4,Other Ovens/ Cookers/ Hobs,43563,,
42231,3,Washing Machines & Dryers,20710,,
71254,4,Tumble Dryers,42231,,
71256,4,Washing Machines,42231,,
71257,4,Washer-Dryers,42231,,
20714,4,Parts & Accessories,42231,,
112595,4,Other Washing Machines,42231,,
20715,3,Other Major Appliances,20710,,
19266,2,Metaphysical & New Age,11700,,
19267,3,Astrology,19266,,
116111,3,Candles,19266,,
102516,3,Clairvoyance & Readings,19266,,
19268,3,Crystals & Gemstones,19266,,
19269,3,Feng Shui,19266,,
122948,3,Hand-Made Items,19266,,
116113,3,Incense,19266,,
102515,3,Ouija Boards,19266,,
116117,3,Pagan & Wiccan Items,19266,,
116116,3,Pendants & Amulets,19266,,
102519,3,Runes,19266,,
102517,3,"Spells, Charms & Magic",19266,,
19271,3,Tarot,19266,,
1523,3,Other Metaphysical & New Age,19266,,
20571,2,Rugs & Carpets,11700,,
136820,3,Carpet Tiles,20571,,
57234,3,Children's Rugs,20571,,
20573,3,Door Mats & Floor Mats,20571,,
175820,3,Fitted Carpets & Underlay,20571,,
91421,3,"Hides, Skins & Faux Fur Rugs",20571,,
45510,3,Rugs,20571,,
20574,3,Runners,20571,,
175517,3,Stair Treads,20571,,
36956,3,Tools & Accessories,20571,,
8409,3,Other Rugs & Carpets,20571,,
41968,2,Security & Home Automation,11700,,
41969,3,Burglar Alarms,41968,,
66738,3,Cameras/ CCTV/ Sensors,41968,,
41970,3,Fire Alarms/ Smoke Detectors,41968,,
98854,3,Fire Extinguishers,41968,,
50587,3,Home Automation,41968,,
98855,3,Locks,41968,,
102536,3,Personal Alarms,41968,,
112601,3,Safes,41968,,
48839,3,Surveillance,41968,,
122949,3,Security Manuals & Guides,41968,,
20589,3,Other Safety & Security,41968,,
16092,2,Stationery & School Equipment,11700,,
45111,3,Address Books,16092,,
45112,3,Blank Diaries,16092,,
102950,3,Binders & Notebooks,16092,,
38838,3,Calendars,16092,,
102955,3,Classroom & Teaching Supplies,16092,,
102951,3,Crayons & Markers,16092,,
79638,3,Filing & Storage,16092,,
122951,3,Pencil Cases,16092,,
102953,3,Pens & Pencils,16092,,
122952,3,School Bags,16092,,
102954,3,Stamps & Stickers,16092,,
91418,3,Stationery/ Writing Paper,16092,,
3142,3,Other School Equipment,16092,,
43502,2,Storage Solutions,11700,,
43505,3,Hangers/ Hanging Storage,43502,,
98856,3,Magazine Racks,43502,,
43506,3,Shoe Organisers,43502,,
43504,3,Storage Bags,43502,,
122953,3,Storage Boxes,43502,,
122954,3,Storage Units,43502,,
43503,3,Wardrobe Organisers,43502,,
20621,3,Other Storage,43502,,
20481,2,Tableware,11700,,
36027,3,Crockery & Tableware,20481,,
36028,4,Bowls,36027,,
36029,4,Cups & Saucers,36027,,
36032,4,Dinner Services/ Sets,36027,,
115729,4,Jugs & Pitchers,36027,,
20695,4,Mugs,36027,,
36030,4,Plates,36027,,
115730,4,Teapots,36027,,
20692,4,Other Crockery & Tableware,36027,,
20693,3,Cutlery,20481,,
71237,3,Table Linens,20481,,
36026,4,Coasters,71237,,
20658,4,Napkin Rings,71237,,
20659,4,Napkins,71237,,
20660,4,Placemats,71237,,
20663,4,Tablecloths,71237,,
71238,4,Table Linen Sets,71237,,
131605,4,Table Runners,71237,,
71239,4,Other Table Linens,71237,,
20485,3,Other Tableware,20481,,
1280,2,Other Home & Garden,11700,,
281,1,Jewellery & Watches,281,,
10968,2,Costume Jewellery,281,,
15128,3,Anklets,10968,,
90753,3,Bangles,10968,,
15124,3,Body Jewellery,10968,,
