CategoryID,CategoryLevel,CategoryName,CategoryParentID,UpdateTime,CategoryVersion
353,1,Antiques,353,2012-04-06T01:51:40.000Z,91
13851,2,Antique Clocks,353,,
100904,3,Bracket Clocks,13851,,
66840,4,Pre-1900,100904,,
96762,4,Post-1900,100904,,
13850,3,Cuckoo Clocks,13851,,
100905,3,Longcase/ Grandfather Clocks,13851,,
60249,4,Pre-1900,100905,,
96763,4,Post-1900,100905,,
100906,3,Mantel/ Carriage Clocks,13851,,
60248,4,Pre-1900,100906,,
96764,4,Post-1900,100906,,
100907,3,Wall Clocks,13851,,
60250,4,Pre-1900,100907,,
96765,4,Post-1900,100907,,
112089,3,Clock Parts,13851,,
100908,3,Other Antique Clocks,13851,,
3929,4,Pre-1900,100908,,
96766,4,Post-1900,100908,,
20091,2,Antique Furniture,353,,
98436,3,Armoires/ Wardrobes,20091,,
98437,4,Pre-Victorian (Pre-1837),98436,,
60275,4,Victorian (1837-1901),98436,,
121481,4,Edwardian (1901-1910),98436,,
66858,4,20th Century,98436,,
130929,4,Reproduction Arms./ Wardrobes,98436,,
63549,3,Beds,20091,,
63552,4,Pre-Victorian (Pre-1837),63549,,
63550,4,Victorian (1837-1901),63549,,
121473,4,Edwardian (1901-1910),63549,,
63551,4,20th Century,63549,,
130921,4,Reproduction Beds,63549,,
63553,3,Benches/ Stools,20091,,
63554,4,Pre-Victorian (Pre-1837),63553,,
63555,4,Victorian (1837-1901),63553,,
121474,4,Edwardian (1901-1910),63553,,
63556,4,20th Century,63553,,
130922,4,Reproduction Benches/ Stools,63553,,
63557,3,Bookcases,20091,,
63558,4,Pre-Victorian (Pre-1837),63557,,
63559,4,Victorian (1837-1901),63557,,
121475,4,Edwardian (1901-1910),63557,,
63560,4,20th Century,63557,,
130923,4,Reproduction Bookcases,63557,,
98430,3,Boxes/ Chests,20091,,
98431,4,Pre-Victorian (Pre-1837),98430,,
66842,4,Victorian (1837-1901),98430,,
121476,4,Edwardian (1901-1910),98430,,
66854,4,20th Century,98430,,
130924,4,Reproduction Boxes/ Chests,98430,,
98432,3,Bureaux,20091,,
98433,4,Pre-Victorian (Pre-1837),98432,,
96755,4,Victorian (1837-1901),98432,,
121477,4,Edwardian (1901-1910),98432,,
96758,4,20th Century,98432,,
130925,4,Reproduction Bureaux,98432,,
63561,3,Cabinets,20091,,
63562,4,Pre-Victorian (Pre-1837),63561,,
63563,4,Victorian (1837-1901),63561,,
121478,4,Edwardian (1901-1910),63561,,
63564,4,20th Century,63561,,
130926,4,Reproduction Cabinets,63561,,
63565,3,Chairs,20091,,
63566,4,Pre-Victorian (Pre-1837),63565,,
63567,4,Victorian (1837-1901),63565,,
121479,4,Edwardian (1901-1910),63565,,
63568,4,20th Century,63565,,
130927,4,Reproduction Chairs,63565,,
98434,3,Chests of Drawers,20091,,
98435,4,Pre-Victorian (Pre-1837),98434,,
66844,4,Victorian (1837-1901),98434,,
121480,4,Edwardian (1901-1910),98434,,
66857,4,20th Century,98434,,
130928,4,Reproduction Chests of Drawers,98434,,
100925,3,Coffers,20091,,
63569,3,Desks,20091,,
63570,4,Pre-Victorian (Pre-1837),63569,,
63571,4,Victorian (1837-1901),63569,,
121482,4,Edwardian (1901-1910),63569,,
63572,4,20th Century,63569,,
130930,4,Reproduction Desks,63569,,
63577,3,Dressers,20091,,
63578,4,Pre-Victorian (Pre-1837),63577,,
63579,4,Victorian (1837-1901),63577,,
121483,4,Edwardian (1901-1910),63577,,
63580,4,20th Century,63577,,
130931,4,Reproduction Dressers,63577,,
98438,3,Dressing Tables,20091,,
98439,4,Pre-Victorian (Pre-1837),98438,,
96756,4,Victorian (1837-1901),98438,,
121484,4,Edwardian (1901-1910),98438,,
96759,4,20th Century,98438,,
130932,4,Reproduction Dressing Tables,98438,,
98440,3,Lamps,20091,,
98441,4,Pre-Victorian (Pre-1837),98440,,
63547,4,Victorian (1837-1901),98440,,
121488,4,Edwardian (1901-1910),98440,,
66861,4,20th Century,98440,,
130933,4,Reproduction Lamps,98440,,
98442,3,Mirrors,20091,,
98443,4,Pre-Victorian (Pre-1837),98442,,
20089,4,Victorian (1837-1901),98442,,
121489,4,Edwardian (1901-1910),98442,,
79951,4,20th Century,98442,,
130934,4,Reproduction Mirrors,98442,,
98444,3,Sideboards,20091,,
98445,4,Pre-Victorian (Pre-1837),98444,,
66848,4,Victorian (1837-1901),98444,,
121490,4,Edwardian (1901-1910),98444,,
66862,4,20th Century,98444,,
130935,4,Reproduction Sideboards,98444,,
63581,3,Sofas/ Chaises,20091,,
63582,4,Pre-Victorian (Pre-1837),63581,,
63583,4,Victorian (1837-1901),63581,,
121485,4,Edwardian (1901-1910),63581,,
63584,4,20th Century,63581,,
130948,4,Reproduction Sofas/ Chaises,63581,,
96757,3,Stands,20091,,
63585,3,Tables,20091,,
63586,4,Pre-Victorian (Pre-1837),63585,,
63587,4,Victorian (1837-1901),63585,,
121486,4,Edwardian (1901-1910),63585,,
63588,4,20th Century,63585,,
130949,4,Reproduction Tables,63585,,
63589,3,Other Antique Furniture,20091,,
63590,4,Pre-Victorian (Pre-1837),63589,,
63591,4,Victorian (1837-1901),63589,,
121487,4,Edwardian (1901-1910),63589,,
63592,4,20th Century,63589,,
130950,4,Other Reproduction Furniture,63589,,
37903,2,Antiquities,353,,
37908,3,Americas,37903,,
60201,3,British,37903,,
66833,3,Chinese,37903,,
37905,3,Egyptian,37903,,
91100,3,European,37903,,
37906,3,Greek,37903,,
105882,3,Irish,37903,,
91101,3,Near Eastern,37903,,
66834,3,Prehistoric,37903,,
37907,3,Roman,37903,,
91102,3,Russian,37903,,
91103,3,Scandinavian,37903,,
73464,3,Other Antiquities,37903,,
4707,2,Architectural Antiques,353,,
63516,3,Chandeliers,4707,,
37910,3,Doors,4707,,
37912,3,Door Bells/ Knockers,4707,,
37914,3,Door Knobs/ Handles,4707,,
63518,3,Fireplaces,4707,,
4708,3,Garden,4707,,
66637,3,Hardware/ Home,4707,,
37913,3,Hooks/ Brackets,4707,,
121472,3,Light Switches,4707,,
37915,3,Locks/ Keys,4707,,
100901,3,Plaques,4707,,
63519,3,Signs,4707,,
4771,3,Stained Glass,4707,,
112084,3,Stair/ Carpet Rods,4707,,
37917,3,Tiles,4707,,
37918,3,Weathervanes/ Lightning Rods,4707,,
63520,3,Windows/ Sashes/ Locks,4707,,
1207,3,Other Architectural Antiques,4707,,
20082,2,Asian/ Oriental Antiques,353,,
37919,3,Chinese,20082,,
37920,4,Baskets,37919,,
37921,4,Bowls,37919,,
37922,4,Boxes,37919,,
60190,4,Buddhas,37919,,
37923,4,Cabinets,37919,,
37924,4,Chairs,37919,,
37925,4,Chests,37919,,
37926,4,Glasses/ Cups,37919,,
37927,4,Necklaces/ Pendants,37919,,
96754,4,Ornaments,37919,,
38124,4,Paintings/ Scrolls,37919,,
37928,4,Plates,37919,,
37929,4,Pots,37919,,
37930,4,Snuff Bottles,37919,,
37931,4,Statues,37919,,
37932,4,Tables,37919,,
100902,4,Textiles,37919,,
37933,4,Vases,37919,,
66836,4,Cloisonne,37919,,
66837,4,Ivory,37919,,
27312,4,Jade/ Hardstone,37919,,
27316,4,Porcelain,37919,,
66838,4,Woodenware,37919,,
73465,4,Other Chinese,37919,,
60209,3,Indian,20082,,
116556,3,Islamic/ Middle Eastern,20082,,
37934,3,Japanese,20082,,
37935,4,Bowls,37934,,
37936,4,Boxes,37934,,
112088,4,Buddhas,37934,,
37937,4,Glasses/ Cups,37934,,
37938,4,Netsuke,37934,,
38125,4,Paintings/ Scrolls,37934,,
37939,4,Plates,37934,,
27317,4,Porcelain,37934,,
38126,4,Prints,37934,,
100903,4,Textiles,37934,,
37940,4,Vases,37934,,
91104,4,Cloisonne,37934,,
73466,4,Other Japanese,37934,,
20085,3,South-East Asian,20082,,
79947,3,Tibetan,20082,,
2194,3,Other Asian/ Oriental Antiques,20082,,
73468,2,Carpets/ Rugs,353,,
1208,2,Decorative Arts,353,,
2207,2,Ethnographic Antiques,353,,
4171,3,African,2207,,
4170,3,Latin American,2207,,
4173,3,Native American,2207,,
4172,3,Oceanian/ Australasian,2207,,
2204,3,Other Ethnographic Antiques,2207,,
2218,2,Fabric/ Textiles,353,,
20117,3,Embroidery,2218,,
73469,3,Fabric,2218,,
2219,3,Lace/ Crochet/ Doilies,2218,,
2220,3,Linens,2218,,
63624,3,Pillows,2218,,
2221,3,Quilts,2218,,
2223,3,Samplers,2218,,
2224,3,Tapestries,2218,,
362,3,Other Fabric/ Textiles,2218,,
356,2,Manuscripts,353,,
37958,2,Maps,353,,
98446,3,UK,37958,,
121491,4,England,98446,,
63614,5,Pre-1900,121491,,
93118,5,Post-1900,121491,,
121492,4,Scotland,98446,,
121493,5,Pre-1900,121492,,
121494,5,Post-1900,121492,,
121495,4,Wales,98446,,
121496,5,Pre-1900,121495,,
121497,5,Post-1900,121495,,
121498,4,Other UK Maps,98446,,
98448,3,Africa,37958,,
37959,4,Pre-1900,98448,,
93119,4,Post-1900,98448,,
98450,3,Asia,37958,,
37960,4,Pre-1900,98450,,
93120,4,Post-1900,98450,,
98452,3,Central America/ Caribbean,37958,,
63596,4,Pre-1900,98452,,
93123,4,Post-1900,98452,,
98454,3,Europe,37958,,
38325,4,Pre-1900,98454,,
93121,4,Post-1900,98454,,
98456,3,India,37958,,
63597,4,Pre-1900,98456,,
93122,4,Post-1900,98456,,
105883,3,Ireland,37958,,
105884,4,Pre-1900,105883,,
105885,4,Post-1900,105883,,
98458,3,Middle East,37958,,
63598,4,Pre-1900,98458,,
93124,4,Post-1900,98458,,
98460,3,North America,37958,,
37962,4,Pre-1900,98460,,
93125,4,Post-1900,98460,,
98462,3,Oceania/ Australasia,37958,,
37961,4,Pre-1900,98462,,
93126,4,Post-1900,98462,,
98464,3,South America,37958,,
37963,4,Pre-1900,98464,,
96767,4,Post-1900,98464,,
98466,3,World Maps,37958,,
2206,4,Pre-1900,98466,,
93127,4,Post-1900,98466,,
98468,3,Globes,37958,,
63593,4,Pre-1900,98468,,
93128,4,Post-1900,98468,,
98470,3,Other Maps,37958,,
38326,4,Pre-1900,98470,,
93129,4,Post-1900,98470,,
66638,2,Marine/ Maritime,353,,
1211,2,Metalware,353,,
4175,3,Brass,1211,,
1212,3,Bronze,1211,,
20087,3,Cast Iron,1211,,
1213,3,Copper,1211,,
4176,3,Gold,1211,,
1214,3,Pewter,1211,,
112090,3,Spelter,1211,,
63548,3,Tin,1211,,
20088,3,Wrought Iron,1211,,
358,3,Other Metalware,1211,,
20094,2,Science/ Medicine,353,,
1210,3,Medical Instruments,20094,,
361,3,Scientific Instruments,20094,,
20095,3,Other Science/ Medicine,20094,,
20096,2,Silver,353,,
2212,3,Silver Plate,20096,,
105886,4,Ash Trays,2212,,
105887,4,Bottles,2212,,
37985,4,Bowls,2212,,
105888,4,Boxes,2212,,
20098,4,Candlesticks/ Candelabra,2212,,
37986,4,Cups/ Goblets,2212,,
2216,4,Cutlery,2212,,
105889,4,Dishes/ Coasters,2212,,
105892,4,Ladles,2212,,
105893,4,Miniatures,2212,,
112091,4,Mustard Pots,2212,,
105894,4,Napkin Rings/ Clips,2212,,
39437,4,Pitchers/ Jugs,2212,,
39438,4,Plates/ Platters/ Trays,2212,,
105895,4,Salt & Pepper Cellars/ Shakers,2212,,
105896,4,Sauce Boats,2212,,
105898,4,Sugar Bowls/ Tongs,2212,,
37988,4,Teapots & Sets,2212,,
39439,4,Vases/ Urns,2212,,
1216,4,Other Silver Plate,2212,,
2213,3,Solid Silver,20096,,
105908,4,Ash Trays,2213,,
105909,4,Bottles,2213,,
37991,4,Bowls,2213,,
37992,4,Boxes,2213,,
105910,4,Brooches/ Jewellery,2213,,
105911,4,Brushes/ Grooming Sets,2213,,
105912,4,Buckles,2213,,
20103,4,Candlesticks/ Candelabra,2213,,
105899,4,Card Cases,2213,,
105900,4,Cigarette/ Vesta Cases,2213,,
37993,4,Cups/ Goblets,2213,,
60198,4,Cutlery,2213,,
63620,4,Dishes/ Coasters,2213,,
105902,4,Frames,2213,,
105904,4,Ladles,2213,,
63623,4,Miniatures,2213,,
105906,4,Mirrors,2213,,
113310,4,Mustard Pots,2213,,
39440,4,Napkin Rings/ Clips,2213,,
37995,4,Pitchers/ Jugs,2213,,
39441,4,Plates/ Platters/ Trays,2213,,
105913,4,Pocket Watches/ Chains/ Fobs,2213,,
39442,4,Salt & Pepper Cellars/ Shakers,2213,,
105914,4,Sauce Boats,2213,,
105915,4,Shoe Horns,2213,,
105907,4,Statues,2213,,
63622,4,Sugar Bowls/ Tongs,2213,,
37998,4,Teapots & Sets,2213,,
107440,4,Thimbles,2213,,
39443,4,Vases/ Urns,2213,,
107441,4,Vinaigrettes,2213,,
1215,4,Other Solid Silver,2213,,
37941,2,Woodenware,353,,
37942,3,Bowls,37941,,
37943,3,Boxes,37941,,
108817,3,Candlesticks,37941,,
60330,3,Carved Figures/ Models,37941,,
79948,3,Ornaments,37941,,
66850,3,Pots/ Jars,37941,,
108816,3,Stands,37941,,
112159,3,Tea Caddies,37941,,
37944,3,Trays,37941,,
79949,3,Treen,37941,,
66851,3,Walking Sticks/ Canes,37941,,
112160,3,Writing Slopes,37941,,
1219,3,Other Woodenware,37941,,
100927,2,Periods/ Styles,353,,
100928,3,Aesthetic Movement,100927,,
69471,3,Art Deco,100927,,
69472,3,Art Nouveau,100927,,
96768,3,Arts & Crafts Movement,100927,,
69473,3,Modernist,100927,,
22608,2,Reproduction Antiques,353,,
12,2,Other Antiques,353,,
550,1,Art,550,,
60435,2,Artists (Self-Representing),550,,
121468,3,ACEO Art Cards,60435,,
72179,3,Digital Art,60435,,
60436,3,Drawings,60435,,
72180,3,New Media,60435,,
60437,3,Paintings,60435,,
60438,4,Acrylic,60437,,
60439,4,Oil,60437,,
100924,4,Pastel,60437,,
60440,4,Watercolour/ Gouache,60437,,
60441,4,Other Paintings,60437,,
72181,3,Photographs,60435,,
72182,3,Prints,60435,,
60442,3,Sculptures,60435,,
20158,3,Other Media,60435,,
20147,2,Canvas/ Giclee Prints,550,,
20134,2,Contemporary Paintings,550,,
20136,3,Abstract,20134,,
69474,3,Experimental/ Alternative,20134,,
75295,3,Pop Art,20134,,
67036,3,Traditional,20134,,
551,3,Other Contemporary Paintings,20134,,
20118,2,Digital Art,550,,
20119,2,Drawings,550,,
552,3,Contemporary (1980-Now),20119,,
20121,3,Modern (1900-1979),20119,,
20120,3,Antique (Pre-1900),20119,,
357,2,Folk Art,550,,
554,2,Mixed Media,550,,
72174,2,New Media,550,,
20125,2,Paintings,550,,
20132,3,Modern (1900-1979),20125,,
20129,3,Antique (Pre-1900),20125,,
20138,2,Photographs,550,,
66465,3,Contemporary (1991-Now),20138,,
2211,3,Modern (1940-1990),20138,,
20139,3,Antique (Pre-1940),20138,,
60432,2,Posters,550,,
28009,3,Contemporary (1980-Now),60432,,
60434,3,Modern (1900-1979),60432,,
60433,3,Antique (Pre-1900),60432,,
20140,2,Prints,550,,
20145,3,Contemporary (1980-Now),20140,,
360,4,Limited Editions,20145,,
20144,4,Open Editions,20145,,
20142,3,Modern (1900-79),20140,,
20143,4,Limited Editions,20142,,
72175,4,Open Editions,20142,,
10163,3,Antique (Pre-1900),20140,,
108799,4,Abstract,10163,,
10165,4,Architecture,10163,,
10166,4,Botanical/ Plants,10163,,
22605,4,Cartoons & Caricatures,10163,,
10167,4,Costume/ Fashion,10163,,
100922,4,Famous Paintings/ Painters,10163,,
100923,4,Farming,10163,,
108800,4,Landscape,10163,,
79956,4,Military,10163,,
10168,4,Natural History/ Animals,10163,,
91133,4,Nautical/ Seascape,10163,,
10169,4,Portrait,10163,,
20141,4,Religious,10163,,
90565,4,Science/ Medicine,10163,,
79957,4,Sporting,10163,,
10170,4,Topographical,10163,,
91134,4,Transportation / Travel,10163,,
10164,4,Other Antique Prints,10163,,
72176,2,Sculptures,550,,
553,3,Contemporary (1980-Now),72176,,
72177,3,Modern (1900-1979),72176,,
72178,3,Antique (Pre-1900),72176,,
4174,2,Other Art,550,,
2984,1,Baby,2984,,
20394,2,Baby Bathing/ Grooming,2984,,
20395,3,Baby Baths,20394,,
96772,3,Baby Bath Seats & Supports,20394,,
100968,3,Baby Bath Sets,20394,,
96777,3,Bath Toys,20394,,
100969,3,"Brushes, Combs & Scissors",20394,,
96776,3,Dressing Gowns,20394,,
20398,3,Skin Care,20394,,
96773,3,"Soaps, Shampoos & Washes",20394,,
96774,3,Sponges,20394,,
96775,3,Thermometers,20394,,
45453,3,Towels/ Flannels,20394,,
45454,3,Other Bathing,20394,,
53676,2,Baby Books,2984,,
112158,3,Baby Names,53676,,
121471,3,Baby Record Books,53676,,
53677,3,Early Reading,53676,,
53678,3,Parenting Books,53676,,
87168,3,Pregnancy Books,53676,,
53679,3,Other Baby Books,53676,,
100982,2,Baby Carriers/ Backpacks,2984,,
45455,2,Baby Changing & Nappies,2984,,
66674,3,Changing Mats,45455,,
20424,3,Changing Tables & Units,45455,,
26268,3,Nappies,45455,,
15558,3,Nappy Changing Bags,45455,,
26267,3,Nappy Covers,45455,,
20397,3,Nappy Sacks & Nappy Bins,45455,,
121469,3,Nappy Stackers,45455,,
45456,3,"Wipes, Creams & Cotton Wool",45455,,
20399,3,Other Baby Changing,45455,,
3082,2,"Clothes, Shoes & Accessories",2984,,
163222,3,Accessories,3082,,
163224,4,Caps & Hats,163222,,
163225,4,Gloves & Mittens,163222,,
18786,4,Hair Accessories,163222,,
175523,4,Scarves,163222,,
163226,4,Other Accessories,163222,,
139762,3,Christening Clothing,3082,,
147317,3,Boys' Clothing (0-24 Months),3082,,
57784,4,Babygrows & Playsuits,147317,,
147324,4,"Coats, Jackets & Snowsuits",147317,,
147338,4,Jumpers & Cardigans,147317,,
147333,4,Outfits & Sets,147317,,
147340,4,"T-Shirts, Tops & Shirts",147317,,
175727,5,Shirts,147340,,
175728,5,T-Shirts & Tops,147340,,
147336,4,Sleepwear,147317,,
163220,4,Socks,147317,,
147339,4,Swimwear,147317,,
57793,4,Trousers & Shorts,147317,,
147341,4,Underwear,147317,,
147342,4,Bundles,147317,,
147343,4,Other Boys' Clothing,147317,,
147192,3,Girls' Clothing (0-24 Months),3082,,
57847,4,Babygrows & Playsuits,147192,,
147202,4,"Coats, Jackets & Snowsuits",147192,,
163351,4,Dresses,147192,,
147216,4,Jumpers & Cardigans,147192,,
147211,4,Outfits & Sets,147192,,
147214,4,Skirts,147192,,
147215,4,Sleepwear,147192,,
147284,4,Socks & Tights,147192,,
152398,4,Swimwear,147192,,
147218,4,"T-Shirts, Tops & Shirts",147192,,
175763,5,Shirts,147218,,
175764,5,T-Shirts & Tops,147218,,
163175,4,Trousers & Shorts,147192,,
147219,4,Underwear,147192,,
147220,4,Bundles,147192,,
147221,4,Other Girls' Clothing,147192,,
147285,3,Shoes,3082,,
1070,3,"Other Clothing, Shoes & Accs.",3082,,
20400,2,Baby Feeding,2984,,
20408,3,Bibs & Muslins,20400,,
112376,3,Booster Seats,20400,,
20402,3,Bottles,20400,,
100976,3,Bottle Sterilising & Cleaning,20400,,
100973,3,Bottle Teats,20400,,
20404,3,Bottle Warmers & Coolers,20400,,
100977,3,Breast Pads/ Nipple Protectors,20400,,
66676,3,Breast Pumps,20400,,
20406,3,Breastshells & Sterilised Bags,20400,,
20409,3,Cups/ Dishes/ Utensils,20400,,
32872,3,"Dummies, Pacifiers & Soothers",20400,,
66675,3,Feeding Pillows & Supports,20400,,
100975,3,Feeding Sets,20400,,
32866,3,Food/ Food Grinders,20400,,
20403,3,Formula,20400,,
2986,3,High Chairs,20400,,
121627,3,Teething,20400,,
20405,3,Other Baby Feeding,20400,,
66692,2,Car Seats & Accessories,2984,,
66693,3,Car Seat Accessories,66692,,
66696,3,Car Seats,66692,,
100978,2,Christening & Gifts,2984,,
100980,3,Baby Jewellery,100978,,
139760,3,Christening,100978,,
100979,4,Gifts,139760,,
139764,4,Silverware,139760,,
139765,4,Other Christening,139760,,
121628,3,Gift Baskets,100978,,
100981,3,Ornaments,100978,,
32871,3,Other Gifts,100978,,
87167,2,Maternity/ Pregnancy,2984,,
121629,3,Baby Showers,87167,,
100985,3,Birthing Balls & Tens Machines,87167,,
121631,3,Maternity Health,87167,,
87169,3,Monitors/ Dopplers,87167,,
112377,3,Nursing Bras,87167,,
100986,3,Pregnancy Testing Equipment,87167,,
121630,3,Support Belts,87167,,
87170,3,Other Maternity/ Pregnancy,87167,,
20416,2,Nursery Bedding,2984,,
20420,3,Bedding Sets,20416,,
100987,3,Bed Guards,20416,,
3081,3,Blankets,20416,,
20417,3,Cot Bumpers,20416,,
100988,3,Mattresses,20416,,
32868,3,Pillows & Pillow Covers,20416,,
20418,3,Quilts/ Duvets,20416,,
20419,3,Sheets & Waterproof Sheets,20416,,
100989,3,Sleeping Bags,20416,,
20421,3,Other Nursery Bedding,20416,,
66697,2,Nursery Decoration & Furniture,2984,,
20432,3,Chairs for Baby,66697,,
53675,3,Chairs for Mum,66697,,
2985,3,Cots & Cribs,66697,,
100991,3,Cotbeds,66697,,
100992,3,Inflatable Beds,66697,,
20428,3,Lamps/ Shades,66697,,
37632,3,Mats/ Rugs,66697,,
20423,3,Moses Baskets,66697,,
33235,3,Picture/ Photo Frames,66697,,
2988,3,Play Pens,66697,,
20430,3,Walls Decoration,66697,,
20431,3,Windows Decoration,66697,,
98473,3,Other Nursery Decoration,66697,,
37631,2,Potty Training,2984,,
66698,2,Pushchairs & Prams,2984,,
66700,3,Pushchairs & Prams,66698,,
112378,3,Buggy Boards,66698,,
116553,3,Footmuffs/ Aprons,66698,,
116554,3,Parasols/ Sun Canopies,66698,,
116555,3,Rain Covers,66698,,
121634,3,Pushchair & Pram Parts,66698,,
2989,3,Other Pushchairs & Prams,66698,,
20433,2,Safety,2984,,
20434,3,Babyproofing,20433,,
117029,3,Safety Gates/ Stair Gates,20433,,
116552,3,Safety Harnesses/ Reins,20433,,
20435,3,Monitors,20433,,
121632,3,Swimming Aids,20433,,
117026,3,Thermometers,20433,,
20436,3,Other Safety,20433,,
19068,2,Toys & Activities,2984,,
131080,3,Mobiles,19068,,
131081,3,Rattles,19068,,
131082,3,Playmats,19068,,
131083,3,Shape Sorters,19068,,
131084,3,Soft Toys,19068,,
2990,3,Swings/ Bouncers,19068,,
19070,3,Other Toys & Activities,19068,,
20413,2,Walkers,2984,,
1261,2,Other Baby,2984,,
267,1,"Books, Comics & Magazines",267,,
45110,2,Accessories,267,,
45113,3,Book Covers,45110,,
48831,3,Book Plates,45110,,
45114,3,Bookmarks,45110,,
120869,3,Reading Lights,45110,,
45115,3,Other Book Accessories,45110,,
29223,2,Antiquarian & Collectable,267,,
29792,2,Audio Books,267,,
1093,2,Children's & Young Adults,267,,
171219,3,Fiction,1093,,
171220,4,Children’s Fiction,171219,,
171221,4,Comics & Graphic Novels,171219,,
171222,4,Young Adult Fiction,171219,,
171210,3,Non-Fiction,1093,,
171211,4,Children's Dictionaries,171210,,
171212,4,Children's General Interest,171210,,
171213,4,Children's General Non-Fiction,171210,,
171214,4,Reference & Home Learning,171210,,
171215,4,Young Adult General Interest,171210,,
171216,4,Other,171210,,
157878,3,Children's Annuals,1093,,
171217,3,Children's Maps & Atlases,1093,,
171218,3,Pre-School & Picture Books,1093,,
171275,4,Novelty & Activity Books,171218,,
171276,4,Picture Books,171218,,
171277,4,Pre-School & Early Learning,171218,,
171278,4,Other,171218,,
171223,3,"School Textbooks, Study Guides",1093,,
171224,4,General & Reference,171223,,
121603,4,History,171223,,
121604,4,Language Study,171223,,
121605,4,Literacy & English,171223,,
121606,4,Numeracy & Mathematics,171223,,
121607,4,Science,171223,,
171225,4,Social Science,171223,,
101025,4,Special Needs,171223,,
121608,4,Other,171223,,
279,3,Other,1093,,
171228,2,Fiction,267,,
171229,3,General Fiction,171228,,
171230,4,General & Literary Fiction,171229,,
171231,4,Short Stories & Anthologies,171229,,
171232,4,Other,171229,,
171233,3,Genre Fiction,171228,,
171234,4,Adult & Erotic,171233,,
171235,4,Crime & Thriller,171233,,
171237,4,Fantasy,171233,,
171238,4,Historical & Mythological,171233,,
171236,4,Horror & Ghost Stories,171233,,
171239,4,Romance & Sagas,171233,,
171240,4,Science Fiction,171233,,
171241,4,War Fiction,171233,,
171242,4,Westerns,171233,,
377,4,Other,171233,,
171243,2,Non-Fiction,267,,
171244,3,The Arts,171243,,
171245,4,Antiques & Collectables,171244,,
29767,4,Architecture,171244,,
27322,4,Design & Commercial Art,171244,,
171246,4,"Film, TV & Radio",171244,,
171247,4,Fine Arts & Art History,171244,,
171248,4,General & Reference,171244,,
171249,4,"Individual Artists, Monographs",171244,,
121639,4,Music & Dance,171244,,
101026,4,Photography,171244,,
171250,4,Other,171244,,
171279,3,Biographies & Autobiographies,171243,,
171280,4,The Arts,171279,,
171281,4,Business,171279,,
171282,4,General,171279,,
171283,4,Historical,171279,,
171284,4,Literary,171279,,
171285,4,Medical,171279,,
171286,4,Military,171279,,
171287,4,Political,171279,,
171288,4,Religious & Spiritual,171279,,
171289,4,Royalty,171279,,
171290,4,Science & Technology,171279,,
171291,4,Sport,171279,,
171292,4,Other,171279,,
171293,3,"Business, Economics & Industry",171243,,
29301,4,Economics,171293,,
171294,4,Finance & Accounting,171293,,
1106,4,General & Reference,171293,,
171295,4,Industrial Studies,171293,,
171296,4,Management Techniques,171293,,
171297,4,Sales & Marketing,171293,,
171298,4,Textbooks & Study Guides,171293,,
171299,5,Business & Accounting,171298,,
171300,5,Economics,171298,,
171301,5,Other,171298,,
171302,4,Transport Studies,171293,,
171303,4,Other,171293,,
171265,3,Computer & IT,171243,,
171266,4,Communications & Networking,171265,,
171267,4,Consumer Books,171265,,
171268,4,Game Programming,171265,,
171269,4,Game User Guides,171265,,
1107,4,General & Reference,171265,,
171270,4,Professional & Programming,171265,,
171271,4,Textbooks & Study Guides,171265,,
171272,4,Other,171265,,
171273,3,Dictionaries & Reference,171243,,
171304,4,Dictionaries: Bilingual,171273,,
171305,4,Dictionaries: Single Language,171273,,
171274,4,Encyclopaedias & Reference,171273,,
171306,4,Thesauri,171273,,
171307,4,Writing & Usage Guides,171273,,
171308,4,Other,171273,,
171309,3,Engineering & Technology,171243,,
171310,4,Civil Engineering,171309,,
171311,4,Electrical Engineering,171309,,
171312,4,Energy Technology,171309,,
171313,4,Environmental Engineering,171309,,
64732,4,General & Reference,171309,,
171314,4,Industrial Chemistry,171309,,
11437,4,Mechanical Engineering,171309,,
69479,4,Telecommunications Engineering,171309,,
171315,4,Textbooks & Study Guides,171309,,
171316,4,Transport Technology,171309,,
171317,4,Other,171309,,
171318,3,"Family, Health & Relationships",171243,,
171319,4,Coping with Problems & Illness,171318,,
171320,4,Fitness & Diet,171318,,
171321,4,General & Reference,171318,,
171322,4,Marriage & Relationships,171318,,
171323,4,Pregnancy & Parenting,171318,,
171324,4,Sex & Sexuality,171318,,
171325,4,Other,171318,,
171326,3,Fiction Related,171243,,
171327,4,Fiction Companions,171326,,
171328,4,True Crime,171326,,
171329,4,True Military & Combat Stories,171326,,
171330,4,True Stories,171326,,
171331,4,Other,171326,,
171332,3,Food & Drink,171243,,
171333,4,Beers & Spirits,171332,,
171334,4,Cookery (General & Reference),171332,,
171335,4,Entertainment & Etiquette,171332,,
171336,4,"Health, Dieting & Wholefood",171332,,
171337,4,National & Regional Cuisine,171332,,
171338,4,Vegetarian & Vegan Cookery,171332,,
171339,4,Wines,171332,,
171340,4,Other,171332,,
171341,3,General & Popular Interest,171243,,
171342,4,Environment & Ecology,171341,,
171343,4,History of Ideas,171341,,
171344,4,Inventions & Technology,171341,,
171349,4,Natural History,171341,,
171350,5,Animals & Wildlife,171349,,
171351,5,General & Reference,171349,,
171352,5,Plants,171349,,
171353,5,Other,171349,,
